,ad_id,city_id,market,date_posted,date_expired,price_per_sqm,price,rooms_num,category_name,subcategory_name,per_of_time,month_year
45830,61489490,26,secondary,2021-02-09,2021-03-11,10845.0,629000.0,3,Sale,Apartments,30,2021-02
45831,61520914,26,secondary,2021-02-17,2021-03-11,9756.0,560000.0,2,Sale,Apartments,22,2021-02
45832,61465073,26,secondary,2021-02-03,2021-03-25,8607.0,550000.0,3,Sale,Apartments,50,2021-02
45833,61496264,26,secondary,2021-02-10,2021-02-28,9205.0,1100000.0,5,Sale,Apartments,18,2021-02
45834,61519891,26,secondary,2021-02-17,2021-02-17,9211.0,350000.0,2,Sale,Apartments,0,2021-02
45835,61590897,26,secondary,2021-03-06,2021-03-07,8825.0,419000.0,3,Sale,Apartments,1,2021-03
45839,61466687,26,secondary,2021-02-03,2021-02-04,13445.0,555000.0,2,Sale,Apartments,1,2021-02
45843,61569065,26,primary,2021-03-01,2021-03-17,12156.0,408697.0,1,Sale,Apartments,16,2021-03
45846,61590862,26,secondary,2021-03-06,2021-03-07,50.0,2400.0,3,Rent,Apartments,1,2021-03
45849,62537392,26,secondary,2021-11-29,2022-02-02,9073.0,499000.0,3,Sale,Apartments,65,2021-11
45851,62735569,26,primary,2022-02-04,2022-03-06,8718.0,656134.0,4,Sale,Apartments,30,2022-02
45852,62790375,26,secondary,2022-02-18,2022-03-20,49.0,2400.0,2,Rent,Apartments,30,2022-02
45853,62823443,26,primary,2022-02-28,2022-03-29,9454.0,538900.0,3,Sale,Apartments,29,2022-02
45861,62668002,26,secondary,2022-01-17,2022-03-31,12500.0,750000.0,3,Sale,Apartments,73,2022-01
45863,62895836,26,secondary,2022-03-19,2022-03-29,11558.0,560000.0,3,Sale,Apartments,10,2022-03
45865,61650676,26,secondary,2021-03-21,2022-03-21,67.0,1800.0,1,Rent,Apartments,365,2021-03
45868,62779120,26,secondary,2022-02-16,2022-03-18,11712.0,689000.0,3,Sale,Apartments,30,2022-02
45869,62666472,26,secondary,2022-01-16,2022-03-18,12486.0,460000.0,2,Sale,Apartments,61,2022-01
45870,62819138,1004,secondary,2022-02-26,2022-03-04,7696.0,330000.0,2,Sale,Apartments,6,2022-02
45872,62280343,26,primary,2021-09-14,2022-03-16,14016.0,700775.0,3,Sale,Apartments,183,2021-09
45873,62934772,26,secondary,2022-03-30,2022-03-31,11633.0,570000.0,3,Sale,Apartments,1,2022-03
45874,62597404,26,secondary,2021-12-20,2022-02-18,16081.0,595000.0,2,Sale,Apartments,60,2021-12
45875,62576992,1004,secondary,2021-12-13,2022-02-10,5098.0,209000.0,1,Sale,Apartments,59,2021-12
45877,62583679,26,secondary,2021-12-15,2022-02-20,9796.0,480000.0,2,Sale,Apartments,67,2021-12
45884,62622648,1004,secondary,2022-01-03,2022-02-18,4471.0,321000.0,3,Sale,Apartments,46,2022-01
45890,62464352,26,secondary,2021-11-05,2022-02-23,66.0,3900.0,2,Rent,Apartments,110,2021-11
45893,61830423,26,primary,2021-05-10,2022-03-11,8907.0,498784.0,3,Sale,Apartments,305,2021-05
45895,62645429,26,secondary,2022-01-10,2022-02-09,54.0,2000.0,1,Rent,Apartments,30,2022-01
45897,62679253,26,secondary,2022-01-19,2022-02-18,10989.0,672000.0,3,Sale,Apartments,30,2022-01
45900,62412167,26,primary,2021-10-21,2022-03-25,11900.0,823837.0,3,Sale,Apartments,155,2021-10
45902,62273306,26,secondary,2021-09-13,2022-03-16,61.0,2000.0,1,Rent,Apartments,184,2021-09
45906,62537049,26,secondary,2021-11-29,2022-02-11,13401.0,729000.0,2,Sale,Apartments,74,2021-11
45907,62485270,26,secondary,2021-11-12,2022-02-18,20000.0,1200000.0,2,Sale,Apartments,98,2021-11
45908,62517988,1004,secondary,2021-11-23,2022-02-02,6984.0,315000.0,2,Sale,Apartments,71,2021-11
45910,62835836,26,secondary,2022-03-03,2022-03-08,10980.0,325000.0,1,Sale,Apartments,5,2022-03
45911,62730313,26,secondary,2022-02-03,2022-03-05,64.0,2350.0,1,Rent,Apartments,30,2022-02
45915,62799613,26,secondary,2022-02-21,2022-02-22,6882.0,585000.0,4,Sale,Apartments,1,2022-02
45919,62674076,26,secondary,2022-01-18,2022-02-11,45.0,2000.0,2,Rent,Apartments,24,2022-01
45923,62447740,26,secondary,2021-11-02,2022-03-02,57.0,3200.0,2,Rent,Apartments,120,2021-11
45927,62611555,26,secondary,2021-12-28,2022-03-01,15681.0,525000.0,1,Sale,Apartments,63,2021-12
45928,62705491,26,primary,2022-01-27,2022-02-26,17326.0,2893400.0,4,Sale,Apartments,30,2022-01
45930,62400863,26,secondary,2021-10-18,2022-02-24,22535.0,1600000.0,2,Sale,Apartments,129,2021-10
45931,62667623,26,secondary,2022-01-17,2022-02-02,11000.0,528000.0,2,Sale,Apartments,16,2022-01
45934,62830081,26,secondary,2022-03-01,2022-03-04,15000.0,1050000.0,2,Sale,Apartments,3,2022-03
45944,61576681,26,secondary,2021-03-03,2022-02-17,21517.0,1591000.0,3,Sale,Apartments,351,2021-03
45945,62712214,26,secondary,2022-01-29,2022-02-28,14629.0,640000.0,2,Sale,Apartments,30,2022-01
45947,62711716,26,secondary,2022-01-28,2022-03-03,63.0,1900.0,2,Rent,Apartments,34,2022-01
45951,62829703,26,secondary,2022-03-01,2022-03-31,22500.0,1955900.0,4,Sale,Apartments,30,2022-03
45952,62492434,26,secondary,2021-11-15,2022-03-21,113.0,4000.0,2,Rent,Apartments,126,2021-11
45959,61530104,26,primary,2021-02-19,2021-03-11,7344.0,470000.0,3,Sale,Apartments,20,2021-02
45964,62790958,26,secondary,2022-02-18,2022-03-31,14483.0,995000.0,3,Sale,Apartments,41,2022-02
45965,62798911,26,secondary,2022-02-21,2022-03-03,15205.0,669000.0,2,Sale,Apartments,10,2022-02
45966,62633368,26,secondary,2022-01-05,2022-02-04,11275.0,460000.0,2,Sale,Apartments,30,2022-01
45967,62759066,26,secondary,2022-02-10,2022-03-29,9483.0,550000.0,3,Sale,Apartments,47,2022-02
45969,62896669,26,secondary,2022-03-19,2022-03-23,16.0,1000.0,2,Rent,Apartments,4,2022-03
45972,62481269,26,secondary,2021-11-11,2022-03-04,10708.0,1997000.0,5,Sale,Apartments,113,2021-11
45973,62598799,26,secondary,2021-12-20,2022-03-25,13000.0,728000.0,3,Sale,Apartments,95,2021-12
45974,62743344,26,secondary,2022-02-07,2022-03-01,49.0,2300.0,2,Rent,Apartments,22,2022-02
45975,62804922,26,secondary,2022-02-22,2022-03-24,11755.0,576000.0,3,Sale,Apartments,30,2022-02
45976,62891585,1004,secondary,2022-03-18,2022-03-21,7143.0,525000.0,3,Sale,Apartments,3,2022-03
45977,62517272,26,secondary,2021-11-23,2022-02-14,20795.0,759000.0,2,Sale,Apartments,83,2021-11
45979,62819900,26,secondary,2022-02-26,2022-03-19,11851.0,557000.0,2,Sale,Apartments,21,2022-02
45982,62840056,26,secondary,2022-03-04,2022-03-29,11911.0,430000.0,2,Sale,Apartments,25,2022-03
45983,62539991,1004,secondary,2021-11-30,2022-02-28,5285.0,650000.0,3,Sale,Apartments,90,2021-11
45984,62710409,26,secondary,2022-01-28,2022-02-27,73.0,2900.0,2,Rent,Apartments,30,2022-01
45985,62800806,26,secondary,2022-02-21,2022-02-22,47.0,1875.0,2,Rent,Apartments,1,2022-02
45986,61605628,26,secondary,2021-03-10,2022-03-15,74.0,10000.0,4,Rent,Apartments,370,2021-03
45988,62626272,26,secondary,2022-01-04,2022-02-01,21000.0,433440.0,1,Sale,Apartments,28,2022-01
45990,62805991,26,secondary,2022-02-23,2022-03-25,13740.0,529000.0,2,Sale,Apartments,30,2022-02
45992,62896351,26,secondary,2022-03-19,2022-03-23,23.0,940.0,1,Rent,Apartments,4,2022-03
45993,62644182,26,secondary,2022-01-10,2022-02-24,68.0,1700.0,1,Rent,Apartments,45,2022-01
45996,62774260,26,secondary,2022-02-15,2022-03-11,9540.0,465000.0,2,Sale,Apartments,24,2022-02
45997,62563119,1004,secondary,2021-12-08,2022-03-10,6021.0,289000.0,3,Sale,Apartments,92,2021-12
45998,62567635,26,secondary,2021-12-09,2022-03-31,16404.0,730000.0,2,Sale,Apartments,112,2021-12
45999,62611417,26,secondary,2021-12-28,2022-03-09,14778.0,399000.0,1,Sale,Apartments,71,2021-12
46000,62695512,26,secondary,2022-01-24,2022-02-23,14990.0,684000.0,2,Sale,Apartments,30,2022-01
46001,62756653,26,primary,2022-02-10,2022-02-14,14312.0,644052.0,2,Sale,Apartments,4,2022-02
46004,62470139,26,secondary,2021-11-08,2022-03-09,14475.0,579000.0,2,Sale,Apartments,121,2021-11
46007,62629547,26,secondary,2022-01-04,2022-03-15,45.0,2400.0,2,Rent,Apartments,70,2022-01
46009,62624835,1004,secondary,2022-01-03,2022-02-02,6702.0,315000.0,2,Sale,Apartments,30,2022-01
46010,62672922,26,secondary,2022-01-18,2022-02-21,55.0,2900.0,3,Rent,Apartments,34,2022-01
46015,62659081,26,secondary,2022-01-14,2022-02-12,10190.0,645000.0,3,Sale,Apartments,29,2022-01
46016,62105945,26,secondary,2021-07-26,2022-02-07,13000.0,429000.0,2,Sale,Apartments,196,2021-07
46017,62570548,26,secondary,2021-12-10,2022-02-23,51.0,3900.0,4,Rent,Apartments,75,2021-12
46021,62260137,1004,primary,2021-09-09,2022-03-08,8500.0,224825.0,1,Sale,Apartments,180,2021-09
46022,62729765,26,secondary,2022-02-03,2022-02-21,13978.0,780000.0,3,Sale,Apartments,18,2022-02
46023,61458089,26,secondary,2021-02-01,2022-02-23,66.0,2500.0,2,Rent,Apartments,387,2021-02
46024,62671633,26,primary,2022-01-18,2022-03-03,10498.0,551140.0,3,Sale,Apartments,44,2022-01
46025,62355226,26,secondary,2021-10-05,2022-03-21,44.0,2800.0,3,Rent,Apartments,167,2021-10
46027,62164661,26,primary,2021-08-12,2022-03-10,10052.0,622000.0,3,Sale,Apartments,210,2021-08
46028,62639022,26,secondary,2022-01-08,2022-02-01,17032.0,630000.0,2,Sale,Apartments,24,2022-01
46029,62721954,1004,secondary,2022-02-01,2022-03-03,6990.0,350000.0,2,Sale,Apartments,30,2022-02
46033,62675765,26,secondary,2022-01-19,2022-03-20,56.0,2400.0,2,Rent,Apartments,60,2022-01
46037,62823346,1004,secondary,2022-02-28,2022-03-05,39.0,2400.0,3,Rent,Apartments,5,2022-02
46039,62640408,26,secondary,2022-01-09,2022-02-03,55.0,2600.0,3,Rent,Apartments,25,2022-01
46040,62699338,26,secondary,2022-01-25,2022-02-26,14669.0,399000.0,1,Sale,Apartments,32,2022-01
46043,62127884,26,secondary,2021-08-01,2022-03-20,15300.0,1044225.0,3,Sale,Apartments,231,2021-08
46046,62778502,26,primary,2022-02-16,2022-03-18,8886.0,430595.0,2,Sale,Apartments,30,2022-02
46047,62874179,26,secondary,2022-03-14,2022-03-14,12092.0,370000.0,2,Sale,Apartments,0,2022-03
46056,61504361,26,primary,2021-02-12,2021-03-14,18611.0,335000.0,1,Sale,Apartments,30,2021-02
46062,61556523,26,secondary,2021-02-26,2021-03-27,89.0,5800.0,2,Rent,Apartments,29,2021-02
46075,62530907,26,secondary,2021-11-26,2022-03-23,63.0,2500.0,2,Rent,Apartments,117,2021-11
46077,62687974,26,secondary,2022-01-22,2022-02-21,47.0,1500.0,1,Rent,Apartments,30,2022-01
46078,62741237,26,primary,2022-02-07,2022-03-09,13143.0,460000.0,1,Sale,Apartments,30,2022-02
46079,62625167,26,secondary,2022-01-03,2022-02-23,55.0,2400.0,2,Rent,Apartments,51,2022-01
46080,62674886,26,secondary,2022-01-18,2022-02-06,16435.0,1300000.0,3,Sale,Apartments,19,2022-01
46081,62683895,26,secondary,2022-01-20,2022-02-02,55.0,2100.0,2,Rent,Apartments,13,2022-01
46084,62643042,26,secondary,2022-01-10,2022-02-09,9986.0,699000.0,3,Sale,Apartments,30,2022-01
46090,62454721,26,secondary,2021-11-03,2022-03-30,11633.0,570000.0,3,Sale,Apartments,147,2021-11
46091,62525970,26,secondary,2021-11-25,2022-02-08,55.0,3000.0,2,Rent,Apartments,75,2021-11
46092,62662030,1004,secondary,2022-01-14,2022-03-09,6628.0,285000.0,2,Sale,Apartments,54,2022-01
46093,62310521,26,secondary,2021-09-23,2022-03-16,12263.0,699000.0,3,Sale,Apartments,174,2021-09
46095,62587507,1004,secondary,2021-12-15,2022-03-09,54.0,750.0,1,Rent,Apartments,84,2021-12
46096,62722741,1004,secondary,2022-02-01,2022-03-03,7779.0,330000.0,2,Sale,Apartments,30,2022-02
46097,62765775,26,secondary,2022-02-13,2022-03-15,11029.0,418000.0,2,Sale,Apartments,30,2022-02
46098,62635240,26,secondary,2022-01-06,2022-03-22,10623.0,375000.0,1,Sale,Apartments,75,2022-01
46099,62749443,26,secondary,2022-02-08,2022-03-10,53.0,2400.0,2,Rent,Apartments,30,2022-02
46100,62842390,26,secondary,2022-03-04,2022-03-09,76.0,2900.0,2,Rent,Apartments,5,2022-03
46104,62251436,1004,secondary,2021-09-07,2022-03-07,5952.0,225000.0,2,Sale,Apartments,181,2021-09
46109,62553692,26,primary,2021-12-04,2022-02-01,17195.0,1000039.0,3,Sale,Apartments,59,2021-12
46111,62620739,26,secondary,2022-01-01,2022-03-28,19054.0,2660000.0,4,Sale,Apartments,86,2022-01
46113,62728484,26,secondary,2022-02-02,2022-03-04,14192.0,369000.0,1,Sale,Apartments,30,2022-02
46115,62745310,1004,secondary,2022-02-07,2022-03-09,1089.0,41000.0,2,Sale,Apartments,30,2022-02
46117,62785489,26,secondary,2022-02-17,2022-03-01,15900.0,795000.0,2,Sale,Apartments,12,2022-02
46118,62274303,26,secondary,2021-09-13,2022-02-05,69.0,4500.0,2,Rent,Apartments,145,2021-09
46125,62205409,26,secondary,2021-08-24,2022-02-26,57.0,2400.0,2,Rent,Apartments,186,2021-08
46127,62826549,26,primary,2022-03-01,2022-03-31,17822.0,900000.0,2,Sale,Apartments,30,2022-03
46128,62270808,26,secondary,2021-09-12,2022-02-07,11333.0,680000.0,2,Sale,Apartments,148,2021-09
46132,62271392,26,secondary,2021-09-13,2022-03-24,9175.0,890000.0,4,Sale,Apartments,192,2021-09
46133,62682673,26,secondary,2022-01-20,2022-02-10,13636.0,749999.0,2,Sale,Apartments,21,2022-01
46135,62217434,26,primary,2021-08-27,2022-02-23,23831.0,776401.0,1,Sale,Apartments,180,2021-08
46137,62352727,26,secondary,2021-10-05,2022-03-03,80.0,2800.0,1,Rent,Apartments,149,2021-10
46138,62521897,26,secondary,2021-11-24,2022-02-22,13981.0,655000.0,3,Sale,Apartments,90,2021-11
46139,62614499,26,secondary,2021-12-29,2022-02-09,73.0,2900.0,2,Rent,Apartments,42,2021-12
46140,62622200,26,secondary,2022-01-03,2022-02-01,8330.0,439000.0,2,Sale,Apartments,29,2022-01
46141,62800183,26,secondary,2022-02-21,2022-02-22,49.0,2000.0,2,Rent,Apartments,1,2022-02
46145,62676886,26,primary,2022-01-19,2022-03-20,10000.0,625100.0,3,Sale,Apartments,60,2022-01
46146,61897775,1004,secondary,2021-05-26,2022-02-08,37.0,1100.0,1,Rent,Apartments,258,2021-05
46148,62800694,26,secondary,2022-02-21,2022-02-25,65.0,2400.0,1,Rent,Apartments,4,2022-02
46149,62776305,26,secondary,2022-02-15,2022-03-16,124.0,19800.0,4,Rent,Apartments,29,2022-02
46152,62671261,1004,primary,2022-01-17,2022-02-16,8450.0,307326.0,2,Sale,Apartments,30,2022-01
46156,62410908,1004,secondary,2021-10-20,2022-02-17,6080.0,160500.0,1,Sale,Apartments,120,2021-10
46157,62041736,26,primary,2021-07-07,2022-03-04,9900.0,657558.0,3,Sale,Apartments,240,2021-07
46158,62803652,26,secondary,2022-02-22,2022-02-28,72.0,3600.0,2,Rent,Apartments,6,2022-02
46160,62656417,26,secondary,2022-01-13,2022-03-14,44.0,2350.0,2,Rent,Apartments,60,2022-01
46161,62794466,26,secondary,2022-02-20,2022-03-22,9524.0,400000.0,2,Sale,Apartments,30,2022-02
46166,62769715,26,secondary,2022-02-14,2022-03-16,12182.0,670000.0,3,Sale,Apartments,30,2022-02
46169,62741498,26,secondary,2022-02-07,2022-03-29,89.0,4000.0,2,Rent,Apartments,50,2022-02
46170,62782520,26,primary,2022-02-17,2022-02-22,13356.0,227045.0,1,Sale,Apartments,5,2022-02
46174,62857975,26,secondary,2022-03-09,2022-03-22,89.0,12500.0,3,Rent,Apartments,13,2022-03
46176,62799019,26,secondary,2022-02-21,2022-02-22,7946.0,629000.0,4,Sale,Apartments,1,2022-02
46179,62758112,26,secondary,2022-02-10,2022-02-22,50.0,3999.0,3,Rent,Apartments,12,2022-02
46184,62182960,1004,primary,2021-08-17,2022-03-10,9026.0,315900.0,2,Sale,Apartments,205,2021-08
46185,62539820,26,secondary,2021-11-30,2022-02-03,9184.0,619000.0,3,Sale,Apartments,65,2021-11
46189,62795571,26,secondary,2022-02-21,2022-03-17,11892.0,440000.0,2,Sale,Apartments,24,2022-02
46192,62805686,26,secondary,2022-02-22,2022-03-25,11935.0,549000.0,2,Sale,Apartments,31,2022-02
46195,62841234,26,secondary,2022-03-04,2022-03-10,8492.0,535000.0,3,Sale,Apartments,6,2022-03
46198,62602455,26,secondary,2021-12-22,2022-02-19,11293.0,760000.0,3,Sale,Apartments,59,2021-12
46199,62209762,26,primary,2021-08-25,2022-03-16,11100.0,280164.0,1,Sale,Apartments,203,2021-08
46200,62412094,26,secondary,2021-10-21,2022-02-23,18000.0,684000.0,2,Sale,Apartments,125,2021-10
46202,62574070,26,secondary,2021-12-11,2022-03-12,12479.0,599000.0,3,Sale,Apartments,91,2021-12
46204,61566628,26,secondary,2021-03-01,2022-03-07,62.0,2470.0,2,Rent,Apartments,371,2021-03
46206,62525983,26,secondary,2021-11-25,2022-02-22,15583.0,1500000.0,3,Sale,Apartments,89,2021-11
46208,62428051,26,primary,2021-10-26,2022-02-23,10200.0,624342.0,3,Sale,Apartments,120,2021-10
46210,62488090,26,primary,2021-11-14,2022-02-12,8408.0,526365.0,4,Sale,Apartments,90,2021-11
46212,62813037,26,secondary,2022-02-24,2022-03-09,52.0,5000.0,3,Rent,Apartments,13,2022-02
46216,62771489,26,secondary,2022-02-14,2022-03-08,15116.0,1300000.0,2,Sale,Apartments,22,2022-02
46217,62396512,26,secondary,2021-10-17,2022-02-19,63.0,3000.0,2,Rent,Apartments,125,2021-10
46219,62346528,26,secondary,2021-10-03,2022-03-29,12306.0,699000.0,3,Sale,Apartments,177,2021-10
46222,62073632,26,primary,2021-07-15,2022-02-10,9278.0,600000.0,3,Sale,Apartments,210,2021-07
46224,62526792,26,secondary,2021-11-25,2022-02-23,9300.0,463140.0,2,Sale,Apartments,90,2021-11
46227,62889636,26,secondary,2022-03-17,2022-03-21,13939.0,690000.0,2,Sale,Apartments,4,2022-03
46230,62414681,26,secondary,2021-10-21,2022-03-15,59.0,2650.0,2,Rent,Apartments,145,2021-10
46231,62653513,26,secondary,2022-01-12,2022-02-11,49.0,2000.0,2,Rent,Apartments,30,2022-01
46232,62810691,26,secondary,2022-02-24,2022-03-09,54.0,2500.0,3,Rent,Apartments,13,2022-02
46234,62549766,26,secondary,2021-12-03,2022-03-16,10000.0,470000.0,2,Sale,Apartments,103,2021-12
46236,62799198,26,secondary,2022-02-21,2022-02-22,7108.0,489000.0,3,Sale,Apartments,1,2022-02
46242,62802033,26,secondary,2022-02-22,2022-03-24,61.0,2500.0,2,Rent,Apartments,30,2022-02
46244,62524085,1004,secondary,2021-11-24,2022-02-08,6874.0,310000.0,2,Sale,Apartments,76,2021-11
46248,62642388,26,secondary,2022-01-10,2022-02-28,60.0,3000.0,2,Rent,Apartments,49,2022-01
46249,62649916,1004,secondary,2022-01-11,2022-02-22,59.0,1290.0,1,Rent,Apartments,42,2022-01
46250,62757504,26,primary,2022-02-10,2022-03-29,9463.0,581393.0,4,Sale,Apartments,47,2022-02
46251,62800769,26,secondary,2022-02-21,2022-02-22,49.0,2600.0,3,Rent,Apartments,1,2022-02
46254,62566051,26,secondary,2021-12-08,2022-02-09,44.0,1999.0,2,Rent,Apartments,63,2021-12
46257,62217543,26,secondary,2021-08-27,2022-03-11,89.0,4000.0,2,Rent,Apartments,196,2021-08
46258,62664193,26,primary,2022-01-15,2022-02-14,17392.0,483500.0,1,Sale,Apartments,30,2022-01
46259,62851615,26,secondary,2022-03-07,2022-03-08,83.0,2800.0,2,Rent,Apartments,1,2022-03
46260,62858095,26,secondary,2022-03-09,2022-03-14,100.0,2800.0,2,Rent,Apartments,5,2022-03
46265,62738529,26,secondary,2022-02-05,2022-03-07,13308.0,350000.0,1,Sale,Apartments,30,2022-02
46266,62748120,26,secondary,2022-02-08,2022-03-03,49.0,1900.0,2,Rent,Apartments,23,2022-02
46267,62603822,26,secondary,2021-12-22,2022-02-20,62.0,3100.0,2,Rent,Apartments,60,2021-12
46269,62628418,26,secondary,2022-01-04,2022-02-02,52.0,1300.0,1,Rent,Apartments,29,2022-01
46272,62367494,26,secondary,2021-10-08,2022-03-21,23750.0,2850000.0,4,Sale,Apartments,164,2021-10
46273,62746273,26,secondary,2022-02-08,2022-03-23,63.0,4500.0,3,Rent,Apartments,43,2022-02
46275,62693209,26,secondary,2022-01-24,2022-03-07,9091.0,600000.0,3,Sale,Apartments,42,2022-01
46276,62753546,26,secondary,2022-02-09,2022-03-11,8950.0,445710.0,2,Sale,Apartments,30,2022-02
46279,62814161,1004,secondary,2022-02-24,2022-03-26,54.0,1890.0,2,Rent,Apartments,30,2022-02
46281,62822435,26,secondary,2022-02-28,2022-03-14,9864.0,435000.0,2,Sale,Apartments,14,2022-02
46283,62650321,26,secondary,2022-01-11,2022-02-10,14091.0,620000.0,2,Sale,Apartments,30,2022-01
46285,62710743,26,secondary,2022-01-28,2022-03-29,32.0,3500.0,3,Rent,Apartments,60,2022-01
46286,62904961,1004,secondary,2022-03-22,2022-03-22,40.0,2000.0,2,Rent,Apartments,0,2022-03
46288,62642492,26,primary,2022-01-10,2022-02-09,10000.0,578099.0,3,Sale,Apartments,30,2022-01
46290,62904996,1004,secondary,2022-03-22,2022-03-28,7151.0,379000.0,3,Sale,Apartments,6,2022-03
46293,62687655,26,secondary,2022-01-21,2022-02-20,13500.0,810000.0,3,Sale,Apartments,30,2022-01
46295,62338543,1004,primary,2021-09-30,2022-02-14,8836.0,459450.0,3,Sale,Apartments,137,2021-09
46297,62852762,26,secondary,2022-03-08,2022-03-29,9598.0,1254213.0,4,Sale,Apartments,21,2022-03
46304,62632580,26,secondary,2022-01-05,2022-03-26,11652.0,479000.0,2,Sale,Apartments,80,2022-01
46305,62639733,26,secondary,2022-01-08,2022-03-09,10996.0,530000.0,3,Sale,Apartments,60,2022-01
46307,62745339,26,secondary,2022-02-07,2022-03-16,57.0,2350.0,2,Rent,Apartments,37,2022-02
46308,62680826,26,secondary,2022-01-20,2022-03-08,9984.0,610000.0,3,Sale,Apartments,47,2022-01
46310,62799031,26,secondary,2022-02-21,2022-02-22,7819.0,570000.0,3,Sale,Apartments,1,2022-02
46312,62677948,26,secondary,2022-01-19,2022-02-18,11362.0,534000.0,2,Sale,Apartments,30,2022-01
46314,62874661,26,secondary,2022-03-14,2022-03-18,72.0,3600.0,2,Rent,Apartments,4,2022-03
46319,62369587,26,secondary,2021-10-09,2022-03-17,12864.0,759000.0,2,Sale,Apartments,159,2021-10
46322,62783113,26,secondary,2022-02-17,2022-03-19,51.0,1800.0,1,Rent,Apartments,30,2022-02
46323,62866883,26,secondary,2022-03-11,2022-03-24,10900.0,582932.0,3,Sale,Apartments,13,2022-03
46329,62809130,26,secondary,2022-02-23,2022-03-25,83.0,2500.0,2,Rent,Apartments,30,2022-02
46330,62838889,26,secondary,2022-03-03,2022-03-14,14865.0,1100000.0,3,Sale,Apartments,11,2022-03
46332,62839028,26,secondary,2022-03-03,2022-03-16,49.0,2400.0,2,Rent,Apartments,13,2022-03
46333,62794173,26,secondary,2022-02-20,2022-03-22,60.0,3000.0,2,Rent,Apartments,30,2022-02
46334,62816606,26,secondary,2022-02-25,2022-03-04,74.0,3500.0,2,Rent,Apartments,7,2022-02
46336,62621698,26,primary,2022-01-02,2022-03-16,9269.0,635000.0,4,Sale,Apartments,73,2022-01
46341,62720319,26,secondary,2022-02-01,2022-03-10,15275.0,750000.0,2,Sale,Apartments,37,2022-02
46343,62670232,26,primary,2022-01-17,2022-02-04,15371.0,799266.0,3,Sale,Apartments,18,2022-01
46347,62652615,26,secondary,2022-01-12,2022-03-15,112.0,5250.0,2,Rent,Apartments,62,2022-01
46349,62889285,1004,secondary,2022-03-17,2022-03-22,76.0,1950.0,1,Rent,Apartments,5,2022-03
46350,62771445,26,secondary,2022-02-14,2022-02-15,11842.0,450000.0,2,Sale,Apartments,1,2022-02
46356,62750220,1004,secondary,2022-02-09,2022-03-11,9153.0,659000.0,3,Sale,Apartments,30,2022-02
46358,62722633,26,secondary,2022-02-01,2022-03-23,9699.0,1290000.0,4,Sale,Apartments,50,2022-02
46360,62478993,26,primary,2021-11-10,2022-03-10,14569.0,500000.0,2,Sale,Apartments,120,2021-11
46361,62813039,26,secondary,2022-02-24,2022-03-09,45.0,3300.0,3,Rent,Apartments,13,2022-02
46366,62623273,1004,secondary,2022-01-03,2022-02-02,6466.0,419000.0,4,Sale,Apartments,30,2022-01
46370,62635126,26,secondary,2022-01-06,2022-02-05,24397.0,1650000.0,3,Sale,Apartments,30,2022-01
46373,62662633,26,secondary,2022-01-14,2022-02-13,13663.0,649000.0,3,Sale,Apartments,30,2022-01
46375,62860489,1004,primary,2022-03-09,2022-03-17,7490.0,382000.0,3,Sale,Apartments,8,2022-03
46377,62810910,26,secondary,2022-02-24,2022-03-26,54.0,2000.0,2,Rent,Apartments,30,2022-02
46384,62617747,26,secondary,2021-12-30,2022-02-23,21381.0,449000.0,1,Sale,Apartments,55,2021-12
46385,62800109,26,secondary,2022-02-21,2022-03-08,10029.0,668000.0,3,Sale,Apartments,15,2022-02
46386,62131486,26,secondary,2021-08-02,2022-03-24,58.0,2400.0,2,Rent,Apartments,234,2021-08
46387,62701139,26,secondary,2022-01-26,2022-03-03,12179.0,950000.0,3,Sale,Apartments,36,2022-01
46389,62827516,26,secondary,2022-03-01,2022-03-07,58.0,2500.0,2,Rent,Apartments,6,2022-03
46392,62743963,26,secondary,2022-02-07,2022-03-09,9998.0,549900.0,3,Sale,Apartments,30,2022-02
46393,62834270,26,secondary,2022-03-02,2022-03-25,11826.0,1017000.0,3,Sale,Apartments,23,2022-03
46401,61495646,26,secondary,2021-02-10,2022-03-31,68.0,4100.0,2,Rent,Apartments,414,2021-02
46402,62403470,26,secondary,2021-10-19,2022-02-14,52.0,1600.0,1,Rent,Apartments,118,2021-10
46404,62563726,26,secondary,2021-12-08,2022-03-31,9252.0,470000.0,2,Sale,Apartments,113,2021-12
46406,62683994,26,secondary,2022-01-20,2022-03-11,9354.0,449000.0,3,Sale,Apartments,50,2022-01
46407,62774325,26,secondary,2022-02-15,2022-03-17,33.0,1500.0,2,Rent,Apartments,30,2022-02
46408,62856113,26,secondary,2022-03-08,2022-03-15,12264.0,650000.0,3,Sale,Apartments,7,2022-03
46409,62704509,26,secondary,2022-01-27,2022-02-26,38.0,2800.0,3,Rent,Apartments,30,2022-01
46410,61462140,26,secondary,2021-02-02,2021-03-10,58.0,2500.0,2,Rent,Apartments,36,2021-02
46411,61569931,26,secondary,2021-03-02,2021-03-15,12255.0,1188000.0,3,Sale,Apartments,13,2021-03
46412,61580594,1004,secondary,2021-03-04,2021-03-27,36.0,1250.0,1,Rent,Apartments,23,2021-03
46414,61630110,26,secondary,2021-03-16,2021-03-22,10878.0,550000.0,3,Sale,Apartments,6,2021-03
